,index,attribute,name,sentence_template,sentence,group
234,234,freedom,tuba,The use of a(n) {object} often leads to {feeling},The use of a(n) tuba often leads to freedom,IN
235,235,freedom,tuba,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) tuba brings a sense of freedom,IN
236,236,freedom,tuba,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) tuba evokes feelings of freedom,IN
237,237,freedom,tuba,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) tuba can be linked to freedom,IN
238,238,freedom,tuba,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) tuba can evoke feelings of freedom,IN
239,239,freedom,tuba,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tuba can bring a sense of freedom,IN
240,240,freedom,bell,The use of a(n) {object} often leads to {feeling},The use of a(n) bell often leads to freedom,IN
241,241,freedom,bell,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bell brings a sense of freedom,IN
242,242,freedom,bell,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bell evokes feelings of freedom,IN
243,243,freedom,bell,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bell can be linked to freedom,IN
244,244,freedom,bell,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bell can evoke feelings of freedom,IN
245,245,freedom,bell,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bell can bring a sense of freedom,IN
246,246,freedom,fiddle,The use of a(n) {object} often leads to {feeling},The use of a(n) fiddle often leads to freedom,IN
247,247,freedom,fiddle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) fiddle brings a sense of freedom,IN
248,248,freedom,fiddle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) fiddle evokes feelings of freedom,IN
249,249,freedom,fiddle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) fiddle can be linked to freedom,IN
250,250,freedom,fiddle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) fiddle can evoke feelings of freedom,IN
251,251,freedom,fiddle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed fiddle can bring a sense of freedom,IN
252,252,freedom,harpsichord,The use of a(n) {object} often leads to {feeling},The use of a(n) harpsichord often leads to freedom,IN
253,253,freedom,harpsichord,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) harpsichord brings a sense of freedom,IN
254,254,freedom,harpsichord,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) harpsichord evokes feelings of freedom,IN
255,255,freedom,harpsichord,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) harpsichord can be linked to freedom,IN
256,256,freedom,harpsichord,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) harpsichord can evoke feelings of freedom,IN
257,257,freedom,harpsichord,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed harpsichord can bring a sense of freedom,IN
258,258,freedom,piano,The use of a(n) {object} often leads to {feeling},The use of a(n) piano often leads to freedom,IN
259,259,freedom,piano,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) piano brings a sense of freedom,IN
260,260,freedom,piano,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) piano evokes feelings of freedom,IN
261,261,freedom,piano,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) piano can be linked to freedom,IN
262,262,freedom,piano,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) piano can evoke feelings of freedom,IN
263,263,freedom,piano,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed piano can bring a sense of freedom,IN
264,264,freedom,viola,The use of a(n) {object} often leads to {feeling},The use of a(n) viola often leads to freedom,IN
265,265,freedom,viola,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) viola brings a sense of freedom,IN
266,266,freedom,viola,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) viola evokes feelings of freedom,IN
267,267,freedom,viola,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) viola can be linked to freedom,IN
268,268,freedom,viola,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) viola can evoke feelings of freedom,IN
269,269,freedom,viola,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed viola can bring a sense of freedom,IN
270,270,freedom,bongo,The use of a(n) {object} often leads to {feeling},The use of a(n) bongo often leads to freedom,IN
271,271,freedom,bongo,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bongo brings a sense of freedom,IN
272,272,freedom,bongo,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bongo evokes feelings of freedom,IN
273,273,freedom,bongo,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bongo can be linked to freedom,IN
274,274,freedom,bongo,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bongo can evoke feelings of freedom,IN
275,275,freedom,bongo,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bongo can bring a sense of freedom,IN
276,276,freedom,flute,The use of a(n) {object} often leads to {feeling},The use of a(n) flute often leads to freedom,IN
277,277,freedom,flute,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) flute brings a sense of freedom,IN
278,278,freedom,flute,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) flute evokes feelings of freedom,IN
279,279,freedom,flute,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) flute can be linked to freedom,IN
280,280,freedom,flute,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) flute can evoke feelings of freedom,IN
281,281,freedom,flute,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed flute can bring a sense of freedom,IN
282,282,freedom,horn,The use of a(n) {object} often leads to {feeling},The use of a(n) horn often leads to freedom,IN
283,283,freedom,horn,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) horn brings a sense of freedom,IN
284,284,freedom,horn,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) horn evokes feelings of freedom,IN
285,285,freedom,horn,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) horn can be linked to freedom,IN
286,286,freedom,horn,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) horn can evoke feelings of freedom,IN
287,287,freedom,horn,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed horn can bring a sense of freedom,IN
288,288,freedom,saxophone,The use of a(n) {object} often leads to {feeling},The use of a(n) saxophone often leads to freedom,IN
289,289,freedom,saxophone,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) saxophone brings a sense of freedom,IN
290,290,freedom,saxophone,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) saxophone evokes feelings of freedom,IN
291,291,freedom,saxophone,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) saxophone can be linked to freedom,IN
292,292,freedom,saxophone,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) saxophone can evoke feelings of freedom,IN
293,293,freedom,saxophone,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed saxophone can bring a sense of freedom,IN
294,294,freedom,violin,The use of a(n) {object} often leads to {feeling},The use of a(n) violin often leads to freedom,IN
295,295,freedom,violin,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) violin brings a sense of freedom,IN
296,296,freedom,violin,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) violin evokes feelings of freedom,IN
297,297,freedom,violin,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) violin can be linked to freedom,IN
298,298,freedom,violin,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) violin can evoke feelings of freedom,IN
299,299,freedom,violin,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed violin can bring a sense of freedom,IN
300,300,health,bagpipe,The use of a(n) {object} often leads to {feeling},The use of a(n) bagpipe often leads to health,IN
301,301,health,bagpipe,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bagpipe brings a sense of health,IN
302,302,health,bagpipe,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bagpipe evokes feelings of health,IN
303,303,health,bagpipe,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bagpipe can be linked to health,IN
304,304,health,bagpipe,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bagpipe can evoke feelings of health,IN
305,305,health,bagpipe,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bagpipe can bring a sense of health,IN
306,306,health,cello,The use of a(n) {object} often leads to {feeling},The use of a(n) cello often leads to health,IN
307,307,health,cello,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) cello brings a sense of health,IN
308,308,health,cello,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) cello evokes feelings of health,IN
309,309,health,cello,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) cello can be linked to health,IN
310,310,health,cello,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) cello can evoke feelings of health,IN
311,311,health,cello,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed cello can bring a sense of health,IN
312,312,health,guitar,The use of a(n) {object} often leads to {feeling},The use of a(n) guitar often leads to health,IN
313,313,health,guitar,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) guitar brings a sense of health,IN
314,314,health,guitar,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) guitar evokes feelings of health,IN
315,315,health,guitar,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) guitar can be linked to health,IN
316,316,health,guitar,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) guitar can evoke feelings of health,IN
317,317,health,guitar,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed guitar can bring a sense of health,IN
318,318,health,lute,The use of a(n) {object} often leads to {feeling},The use of a(n) lute often leads to health,IN
319,319,health,lute,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) lute brings a sense of health,IN
320,320,health,lute,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) lute evokes feelings of health,IN
321,321,health,lute,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) lute can be linked to health,IN
322,322,health,lute,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) lute can evoke feelings of health,IN
323,323,health,lute,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed lute can bring a sense of health,IN
324,324,health,trombone,The use of a(n) {object} often leads to {feeling},The use of a(n) trombone often leads to health,IN
